sentiment,content
happiness,I am now Vice President of Social and Cultural Affairs at Southwestern College
love,"for...the...loss. dumbface ...him, not u. what u up to on the wknd? i wanna seeeeeee ya!"
worry,Fender is hiding under the couch ... he knows I'm getting ready to leave and he isn't happy about it
sadness,not helping!
worry,"I can't get in, I'm in a waiting room"
happiness,Soon my new job starts I'm so happy!
worry,hoping i didn't fail english. that would just be sad
worry,"another week, another org change discussion...."
worry,"what on earth happened to wentworth's page?!? i'm devastated, as i'm sure ALL of his fans are!"
neutral,anyone got an FFE account? if so.. add me
neutral,"Does she like it, or does she roll her eyes? Now I'm curious as hell! Good singing is a real treat as far am I'm concerned!"
happiness,"exhausted, sore and sunburnt. but I'm really happy"
happiness,"Heh, thanks for that adorable plug *cough* more info at: www.samstephens.com *cough* *cough*"
love,I drink my Corona's sans the fruit. Perhaps I'm just lazy.
fun,It's pretty perfect eh! Yes We Cannabis! I saw some of those signs at the Global Marijuana March too.
neutral,woot!! you go girl
fun,well uhm i guess u pretty do now dont u? lol but it still sounded good
neutral,waiting for the battery to charge for my new DSLR
fun,Yum...wish we could be there today. I have a cold and don't want to infect others...so we will miss our Friday session.
relief,"I can only message those who message me, if we're fwends...so those that want replies..follow me. hmm..that sounds funny.."
relief,Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn't buy them.
happiness,"Yeah, but it's Myst!"
love,Scramming a little early. Nibs sounds pathetic.
neutral,mmm...reconsituted meat products and week-old veggies...gotta love that rehydrated warm milk for breakfast
empty,i like the optimism
worry,In class till 12 wishing the rain would go away!!
happiness,good luck with your auction
happiness,listening to the falling rain...lalala
surprise,Hey! I am back. Been listening to retrorewind. How you do always know everything.
sadness,In 14 hours im taking 2 aerobics classes with only about 30 min break in between
sadness,kenny u alive!!!...I'm here getting da hair done..to bad I'm not chillin w/ u todat kinda sad
sadness,not feeling too great today
worry,Kosme -&gt; careful or you're going to be like me; updating websites and such on a Friday night
surprise,My son's first tooth came out but he left it at school
relief,finally home and enjoying the rest of my day. Azongo and I are having a smoke-fest! woot! #mmot miss my
neutral,Prefer 80's singstar. I know all the words!
love,I'll check it out! Thanks and good luck with your book! Bella
hate,Have you ever stepped on a slug by accident? I just did I hate bugs
surprise,I miss going to EK every summer &amp; christmas vaca Take me there!
enthusiasm,I've heard that. 2 of my sons have seen it and one wants to see it again. I can't wait to get there
neutral,Any tips for someone who has only made it 52 on Flight Control?
worry,GOOD MORNING TWEETER WORLD!
empty,got my wisdom teeth removed it hurts.
neutral,he not getting off early?
neutral,"I'd help you if I weren't poorer than you lol! I'm mexican living in .mx, which automatically makes me 13 times poorer"
happiness,I am blessed beyond measure
happiness,"? Polly Scattergood's new single out today! Download the Please Don't Touch EP on iTunes, it's ace!"
love,Hee. I love them all.
neutral,rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.
neutral,"Anyone got any goss yet on the supernatural convention in birmingham, been waiting patiently!"
surprise,eeek!! Your coming!!!! Im soo excited to see you on Thursday!!
sadness,I forgot to put something on that is very essential to my day.
love,I don't feel any pressure right now... Happy Mother's Day people...
relief,Aww thanks! I am indeed graduating on Friday. Just 4 finals stand between me and freedom...or Teach for America and law school
love,Thanks for the reminder Tony
worry,cool that you liked germany and the awards! i saw you on TV cause i couldn't come to the comet and see you live xoxo
sadness,i have no swine flu! because of the temperature screening here i feel like a criminal with my cold.
neutral,"hopefully you're up before 8, as meeting is at 8"
worry,"Okay, so twitter suddenly changed, how do I respond to messages now"
love,"Ahh Dave Canada isn't included That's okay, we still love ya! Let's get this!"
worry,i think the vog is making me sicker than i think. feeling slightly achy
relief,he's happy because hs is there haha I know we would be
neutral,happy mother's day!!!
neutral,Who've u noticed now Kate ?
worry,"My mom has annoyed the living crap outta me, so now we're on AOL Radio, looking for Brooks &amp; Dunn."
neutral,"Okay, no more driving. I know... I know... you are correct to say that."
love,i love to read ur little quotes
surprise,It's a lie just like the restaraunt named &quot;Garfields&quot;... he is nowhere to be found
relief,Was watching downstairs Now getting ready for bed. Piano in the morning.
happiness,"I'm up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!"
happiness,ah thats better snow patrol! now to be stuck indoors still weekend coming up and fresh air excellent hope its sunny!
neutral,getting ready for school hopfully today is a good day
neutral,AAAAhhhh! you makin me feel all gilty now
worry,still not 100% im sick of being sick!
happiness,Nina's High: Hanging out with Ninah and Taylor all day! theyre AWESOME and getting to go home tomorrow to see my MOM Nina's Low: NADA
sadness,Yep...sadly I only had 10 min before a meeting!
neutral,- thanks for the reply. Of course it doesn't really explain it I googled it but found no explanation.
happiness,"So far (with the exception of the rain), my morning is Great. But I won't let it dampen my day"
happiness,yay back at home
love,loves it when mom and dad come to visit! nothin better
empty,it's month end I'm here till 11
surprise,dammit. I need new cupcake tins
worry,frame damage... car could be totalled
sadness,love that birdy nest! though i already got us another kind
neutral,"lol &quot;guys in their wet suits&quot;, I should go to the beach and view girls in wet suits"
worry,omg evie. we have to do our plan for hot 30 tomorrow night
sadness,Is pretty damn chipper today even if the weather is rubbish! Excited for things to come! xxx
fun,oh yeah them too. LOL
relief,Aww! That's so sweet! So glad she's home with you now. Happy mother's day to you
worry,aww sorry to hear you are having a bad time. Remember: this too shall pass
sadness,sick n tired of people who steal other people's work
neutral,You can go to www.TwitPic.com and log in with your Twitter details to add pics
sadness,i'm causing trouble with my partner in crime.
happiness,Back from mountains
love,has the greatest friends in the entire world
worry,does that mean your going to block me?
relief,My phone works! Its whack. Well good morning. Gonna go eat breakfast with neil before school starts
neutral,home now and added a few more Grice's to my list
happiness,11 days till county raly i had 2 tak 3 from 14 it took me a while
worry,ugh headache i just wanna go home
fun,if u can smell goodness all around you and energy of big city and pinch on butt feel real YES u are in Chicago
worry,Realized that ManagingOnlineForums hasn't been reviewed on AMZN in May! I'd love if someone would share their thoughts!
relief,just finish clean up my computer/guest room's cupboard! my stuffs
love,- And Brazil??? WE LOVE YOU TOO!!
enthusiasm,"Yes, but I'm quite rusty. I'm hoping to get back to it and &quot;tune up&quot; my skills. Tim plays guitar. We threaten duets."
love,Yeah! Thanks! I'll be back in soon to see what ya got!
surprise,first night in myers. just not the same w/out lydia! but i'm actually excited about this summer!
neutral,"yikes, that sucks about the TV. hopefully some animals in the wilderness between harstad and oslo are enjoying it."
sadness,she's gone I miss my kay way already
happiness,is having a jam session in her room and then seeing star trek...again
worry,"now I know why it didn't work, just not too keen on paying though for a 2ndary social network"
worry,Gosh I've a stinky old headache. Maybe I should have lunchfast
happiness,Happy Mothers Day Paula
worry,"K now that, that fiasco is all wrapped and good too go back to studying for midterms =("
worry,So confused about what to do?
neutral,MILEEY HOW CAN I VOE IN THE MV MOVIE AWARDS ?
love,"Happy Mother's Day, amma! I made u cake, remember? U loved it!"
happiness,It would still involve me standing up. lol. Windows are too high up. Guess im just gonna have to go out
surprise,I'm going big weekend cant wait to see u! x
love,"Thank you! One day at a time, right?"
worry,that's dope! stay out of trouble
love,I wov you
love,"I'm sure it was amazing Wish I could have been there :] You're an incredible, phenomenal, amazingly talented singer"
fun,i'm here haha
sadness,Comp. Mental Health wouldn't take me. Samuel Rogers center in the city gave me appt. On June 8th. I have 2 days worth of pills left &lt; ...
sadness,"I'm pissed, someone took my wallet"
worry,Feeling kinda nervous when there was a virus found on the computer
sadness,"Can't really do anything about that, now can I?"
worry,"well no phone today, we are waiting till June 9th to get a better deal sooooo but its all good"
neutral,it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.
